"","year","month_day","date","CWSI_1_5m"
"171","2015",0000-11-11,2015-11-11,0.616720386140148
"172","2015",0000-11-26,2015-11-26,0.646889160891456
"173","2015",0000-11-27,2015-11-27,0.62048409187758
"174","2015",0000-12-12,2015-12-12,0.44121534170041
"175","2015",0000-12-28,2015-12-28,0.425614870787253
"176","2015",0000-12-29,2015-12-29,0.55573507275164
"177","2016",0000-01-22,2016-01-22,0.438420185856693
"178","2016",0000-03-01,2016-03-01,0.547043965609021
"179","2016",0000-03-02,2016-03-02,0.619773579021432
"180","2016",0000-03-18,2016-03-18,0.511026114471319
"181","2016",0000-03-26,2016-03-26,0.375889207144045
"182","2016",0000-04-11,2016-04-11,0.668238891323716
"183","2016",0000-04-19,2016-04-19,0.491676538827643
"184","2016",0000-04-27,2016-04-27,0.609947110970915
"185","2016",0000-05-20,2016-05-20,0.482403100007241
"186","2016",0000-05-21,2016-05-21,0.481515108771366
"187","2016",0000-06-06,2016-06-06,0.373845295690129
"188","2016",0000-06-14,2016-06-14,0.418746922599223
"189","2016",0000-06-22,2016-06-22,0.520964826126739
"190","2016",0000-06-30,2016-06-30,0.573218748452334
"191","2016",0000-07-07,2016-07-07,0.501924546851984
"192","2016",0000-07-16,2016-07-16,0.553957157503378
"193","2016",0000-07-23,2016-07-23,0.497800131094799
"194","2016",0000-08-01,2016-08-01,0.610351932746439
"195","2016",0000-08-08,2016-08-08,0.557606254037322
"196","2016",0000-08-09,2016-08-09,0.449268271038356
"197","2016",0000-08-17,2016-08-17,0.586991156453411
"198","2016",0000-08-25,2016-08-25,0.599258072860796
"199","2016",0000-09-02,2016-09-02,0.519537002384196
"200","2016",0000-09-10,2016-09-10,0.65886255478898
"201","2016",0000-09-26,2016-09-26,0.538136595319151
"202","2016",0000-10-04,2016-10-04,0.563274662196786
"203","2016",0000-10-12,2016-10-12,0.593754155312574
"204","2016",0000-10-28,2016-10-28,0.582462054352828
"205","2016",0000-11-13,2016-11-13,0.625378439444152
"206","2016",0000-11-29,2016-11-29,0.765156298276304
"207","2016",0000-12-07,2016-12-07,0.545072832868137
"208","2016",0000-12-23,2016-12-23,0.529178879621243
"209","2016",0000-12-31,2016-12-31,0.461783916876741
"210","2017",0000-01-16,2017-01-16,0.692477496859596
"211","2017",0000-01-24,2017-01-24,0.603436455168936
"212","2017",0000-02-01,2017-02-01,-0.208810311059581
"213","2017",0000-02-16,2017-02-16,0.495278958883141
"214","2017",0000-02-17,2017-02-17,0.678591368696375
"215","2017",0000-02-25,2017-02-25,0.657276792661337
"216","2017",0000-03-05,2017-03-05,0.480677165578678
"217","2017",0000-03-21,2017-03-21,0.71396053222661
"218","2017",0000-03-29,2017-03-29,0.593648012391347
"219","2017",0000-04-06,2017-04-06,0.659551729528442
"220","2017",0000-04-14,2017-04-14,0.540290902357915
"221","2017",0000-04-22,2017-04-22,0.584204767533052
"222","2017",0000-04-30,2017-04-30,0.596658963324477
"223","2017",0000-05-16,2017-05-16,0.514027261480602
"224","2017",0000-05-24,2017-05-24,0.610986969666129
"225","2017",0000-06-17,2017-06-17,0.669974599809722
"226","2017",0000-06-25,2017-06-25,0.684849660153807
"227","2017",0000-07-03,2017-07-03,0.650242466227284
"228","2017",0000-07-19,2017-07-19,0.732607308428147
"229","2017",0000-08-04,2017-08-04,0.66893597841864
"230","2017",0000-08-12,2017-08-12,0.653903825500606
"231","2017",0000-08-20,2017-08-20,0.701748375437538
"232","2017",0000-08-28,2017-08-28,0.67393399042474
"233","2017",0000-09-05,2017-09-05,0.629142957630505
"234","2017",0000-09-21,2017-09-21,0.591619038309839
"235","2017",0000-10-07,2017-10-07,0.65597322802981
"236","2017",0000-10-15,2017-10-15,0.549962644196944
"237","2017",0000-10-23,2017-10-23,0.80309776736514
"238","2017",0000-11-16,2017-11-16,0.675244821469457
"239","2018",0000-01-03,2018-01-03,0.664008599230608
"240","2018",0000-01-19,2018-01-19,0.507163263598394
"241","2018",0000-02-04,2018-02-04,0.585911796340479
"242","2018",0000-02-12,2018-02-12,0.43289807531065
"243","2018",0000-02-20,2018-02-20,0.530029574168335
"244","2018",0000-03-08,2018-03-08,0.622203427723245
"245","2018",0000-03-16,2018-03-16,0.328300295769942
"246","2018",0000-04-01,2018-04-01,0.635417192649372
"247","2018",0000-04-17,2018-04-17,0.577480255863257
"248","2018",0000-04-25,2018-04-25,0.536032469794257
"249","2018",0000-05-11,2018-05-11,0.576793649817931
"250","2018",0000-05-19,2018-05-19,0.384306749046698
"251","2018",0000-06-12,2018-06-12,0.40465102749317
"252","2018",0000-06-20,2018-06-20,0.528083212153855
"253","2018",0000-06-28,2018-06-28,0.388885819432283
"254","2018",0000-07-06,2018-07-06,0.62072657218399
"255","2018",0000-07-14,2018-07-14,0.498441043805847
"256","2018",0000-07-22,2018-07-22,0.438591521539
"257","2018",0000-07-30,2018-07-30,0.474022926498961
"258","2018",0000-08-07,2018-08-07,0.384415973537007
"259","2018",0000-08-15,2018-08-15,0.47884995365021
"260","2018",0000-08-23,2018-08-23,0.543200324218022
"261","2018",0000-09-08,2018-09-08,0.401493157437105
"262","2018",0000-09-24,2018-09-24,0.823471839500626
"263","2018",0000-10-02,2018-10-02,0.607678807526394
"264","2018",0000-11-27,2018-11-27,0.642905317130781
"265","2018",0000-12-05,2018-12-05,0.516986458321035
"266","2018",0000-12-29,2018-12-29,0.541990474184107
"267","2019",0000-01-06,2019-01-06,0.575859558934116
"268","2019",0000-01-14,2019-01-14,0.735192417317361
"269","2019",0000-01-22,2019-01-22,0.479855728821817
"270","2019",0000-02-15,2019-02-15,0.584180922885333
"271","2019",0000-02-23,2019-02-23,0.637683956324223
"272","2019",0000-03-03,2019-03-03,0.563989722577576
"273","2019",0000-03-11,2019-03-11,0.856405615892309
"274","2019",0000-03-19,2019-03-19,0.669988708934115
"275","2019",0000-03-27,2019-03-27,0.665847669259683
"276","2019",0000-04-20,2019-04-20,0.739539348471279
"277","2019",0000-04-28,2019-04-28,0.651150310111283
"278","2019",0000-05-06,2019-05-06,0.562884303020896
"279","2019",0000-05-14,2019-05-14,0.714918922600063
"280","2019",0000-05-30,2019-05-30,0.5999727156888
"281","2019",0000-06-07,2019-06-07,0.751028439136669
"282","2019",0000-06-15,2019-06-15,0.734498504387748
"283","2019",0000-06-23,2019-06-23,0.615481072884028
"284","2019",0000-07-01,2019-07-01,0.635960408764387
"285","2019",0000-07-17,2019-07-17,0.667841650365971
"286","2019",0000-07-25,2019-07-25,0.508890597804896
"287","2019",0000-08-10,2019-08-10,0.684270547783157
"288","2019",0000-08-26,2019-08-26,0.600000359090468
"289","2019",0000-09-03,2019-09-03,0.63954855365331
"290","2019",0000-09-11,2019-09-11,0.44035096716444
"291","2019",0000-11-30,2019-11-30,0.541408492602821
"292","2019",0000-12-24,2019-12-24,0.666184012160296
"293","2020",0000-01-01,2020-01-01,0.589727685881966
"294","2020",0000-01-09,2020-01-09,0.310584107918838
"295","2020",0000-01-17,2020-01-17,0.654183973272037
"296","2020",0000-02-10,2020-02-10,0.311814898005005
"297","2020",0000-02-18,2020-02-18,0.563219587481539
"298","2020",0000-02-26,2020-02-26,0.853563385713277
"299","2020",0000-03-21,2020-03-21,0.544564928711776
"300","2020",0000-03-29,2020-03-29,0.529236873383001
"301","2020",0000-04-06,2020-04-06,0.618323825669542
"302","2020",0000-04-14,2020-04-14,0.637649424163956
"303","2020",0000-04-22,2020-04-22,0.676026363604552
"304","2020",0000-05-24,2020-05-24,0.659637687925445
"305","2020",0000-06-01,2020-06-01,0.525871813323393
"306","2020",0000-06-17,2020-06-17,0.335534686210773
"307","2020",0000-07-03,2020-07-03,0.568729262904534
"308","2020",0000-07-19,2020-07-19,0.638737609360624
"309","2020",0000-07-27,2020-07-27,0.655669146473151
"310","2020",0000-08-04,2020-08-04,0.61185331672327
"311","2020",0000-08-12,2020-08-12,0.5364247904129
"312","2020",0000-08-20,2020-08-20,0.582278907374012
"313","2020",0000-09-05,2020-09-05,0.551954849824597
"314","2020",0000-09-13,2020-09-13,0.591860734985896
"315","2020",0000-09-29,2020-09-29,0.561207630073588
"316","2020",0000-10-31,2020-10-31,0.590169409911618
"317","2020",0000-11-16,2020-11-16,0.27868826076832
"318","2020",0000-11-24,2020-11-24,0.729100686954662
"319","2020",0000-12-18,2020-12-18,0.428140129153912
"320","2020",0000-12-26,2020-12-26,0.673273822090273
"321","2021",0000-01-11,2021-01-11,0.401213320866161
"322","2021",0000-01-19,2021-01-19,0.304723022320557
"323","2021",0000-01-27,2021-01-27,0.595646340643132
"324","2021",0000-02-28,2021-02-28,0.655219240583688
"325","2021",0000-03-16,2021-03-16,0.694753944307365
"326","2021",0000-03-24,2021-03-24,0.500357782410967
"327","2021",0000-04-01,2021-04-01,0.545543859493915
"328","2021",0000-04-09,2021-04-09,0.738921997764824
"329","2021",0000-04-17,2021-04-17,0.44358687173467
"330","2021",0000-04-25,2021-04-25,0.552491243954853
"331","2021",0000-05-03,2021-05-03,0.465333154609512
"332","2021",0000-05-19,2021-05-19,0.532685949238732
"333","2021",0000-05-27,2021-05-27,0.593800214403804
"334","2021",0000-06-04,2021-06-04,0.715986749791754
"335","2021",0000-06-28,2021-06-28,0.590530390719956
"336","2021",0000-07-06,2021-07-06,0.568077305867482
"337","2021",0000-07-14,2021-07-14,0.499520103483864
"338","2021",0000-07-22,2021-07-22,0.531325571218524
"339","2021",0000-08-07,2021-08-07,0.654540202429661
"340","2021",0000-08-15,2021-08-15,0.709288458511206
"341","2021",0000-08-23,2021-08-23,0.749695175386577
"342","2021",0000-08-31,2021-08-31,0.657795814510155
"343","2021",0000-09-16,2021-09-16,0.573150330807551
"344","2021",0000-09-24,2021-09-24,0.597022712482498
"345","2021",0000-10-02,2021-10-02,0.685711777298373
"346","2021",0000-10-10,2021-10-10,0.567659989037588
"347","2021",0000-10-18,2021-10-18,0.491194775675422
"348","2021",0000-10-26,2021-10-26,0.60581827367679
"349","2021",0000-12-05,2021-12-05,0.514600514794677
"350","2021",0000-12-13,2021-12-13,0.452652677630237
